916	La copia está incompleta...	Backup incompleted...	
917	¡El proceso de copia fue cancelado por el usuario!	Set of Books - Backup process cancelled by user!	
918	Archivos comprimidos	Files compressed	
919	¡Operación cancelada por el usuario!	Process cancelled by the user!	
920	Iniciando restauración...	Starting Restore...	
921	La compañía será restaurada en:	Your Set of Books will be restored in:	
922	Archivos restaurados	Files restored	
923	Contraseña incorrecta	Incorrect password!	
924	Archivo omitido:	Skipping file:	
925	¡Error al abrir archivo!	Error: Opening file!	
926	Esperando para ejecutar...	Waiting to run...	
927	¡Este usuario ha sido configurado como administrador por <@APPNAME@>!	This user setting is now turned to administrator user by <@APPNAME@>!	
928	Ingreso de Documento	Document entry	
929	Compras	Purchases	
930	Detalles	Details	
931	Encabezado	Header	
932	Borrar Vínculos	Clear links	
933	Gen BB/F	Gen BB/F	
934	Desvincular	Unlink	
935	Importe Total	Total amount	
936	Total Pendiente	Total outstanding	
937	Total Mayor	Total ledger	
938	Diferencia/Importe	Difference/Amount	
939	Diferencia/Pendiente	Difference/Outstand.	
940	Opciones de Borrar Vínculos	Clear link options	
941	Borrar todos los Vínculos	Clear all links	
942	Usar fecha de inicio	Use start date	
943	Por Fechas de Crédito	By credit dates	
944	Buscar por	Search by	
945	Aplicar	Apply	
946	Importe	Amount	
947	Pendiente	Outstanding	
948	Consolidado	Consolidate	
949	Mostrar Estado de Cuenta	Show statement	
950	Conciliar	Reconcile	
951	Desconciliar	UnReconcile	
952	&Buscar	&Search	
953	Procesar	Process	
954	Conciliado	Reconciled	
955	Diferencia	Difference	
956	Buscar por Referencia	Search by reference	
957	Buscar por Importe	Search by amount	
958	Buscar por Fecha	Search by date	
959	Cuenta Corriente Bancaria	Current bank account	
960	Total	Total	
961	Publicado	Posted	
962	No Publicado	Unposted	
963	Item de Pago	Payment item	
964	Item de Recibo	Receipt item	
965	¡La cuenta de control de inventario y la cuenta de ventas no están configuradas correctamente para este artículo!	Stock control and / or Sales account not set up correctly for this stock item!	
966	¡Este documento no puede publicarse! Configure correctamente la cuenta de ventas, control de inventario (y costo de ventas) antes de publicar	This document cannot be posted! Please set up correctly - Sales, Stock control account (and Cost of sales account) and then post it!	
967	Copias no registradas de <@APPNAME@>	Unregistered copies of <@APPNAME@>	
968	están limitadas a 500 transacciones o 500 documentos	are limited to 500 transactions or 500 documents	
969	&Obtener en Línea	&Get it online	
970	Código de Desbloqueo (de <@APPNAME@>):	Unlocking code (from <@APPNAME@> ):	
971	N° de Serie:	Serial number:	
972	Registre su <@APPNAME@>	Register your <@APPNAME@>	
973	Para obtener el Código de Desbloqueo o	To get your unlocking code or	
974	Teléfono:	Phone:	
975	¡Esta copia de <@APPNAME@> no está registrada! ¿Desea registrarla ahora?	This copy of <@APPNAME@> is not registered! Do you wish to register it now?	
976	Nombre de la Empresa:	Company name:	
977	Análisis de Compras	Purchase analysis	
978	Opciones de Balance General	Balance sheet options	
979	Mostrar Decimales	Show decimal	
980	Opciones de Estado de Resultados	Income statement options	
981	Mostrar Año Anterior	Show last year	
982	Mostrar Variaciones	Show variance	
983	Nuevo	New	
984	Eliminar	Delete	
985	Pantalla	Screen	
986	Impresora	Printer	
987	Inicio	Start	
988	Fin	End	
989	Selección Automática	Auto-select	
990	Código de Barras	Barcode	
991	Código de Barras	Barcode	
992	Opciones de Producto por Cliente	Product per customer options	
993	Opciones de Producto por Vendedor	Product per salesperson options	
994	Opciones de Cliente por Vendedor	Customer per salesperson options	
995	Opciones de Cliente por Producto	Customer per product options	
996	Opciones de Vendedor por Cliente	Salesperson per customer options	
997	Libro de Caja de Pagos	Payments cashbook	
998	Libro de Caja de Recibos	Receipt cashbook	
999	Modo Inclusivo	Inclusive mode	
1000	Balance General	Balance sheet	
1001	Predeterminado Windows	Windows default	
1002	Cuentas	Accounts	
1003	Seleccionar Contacto	Select contact	
1004	Seleccionar Grupos	Select groups	
1005	¿Desea cancelar el Proceso de Cierre del Ejercicio?	Do you want to cancel the year-end process?	
1006	¿Está seguro de eliminar este informe del usuario?	Are you sure you want delete this user report?	
1007	¡Esto afectará gravemente su Compañía! ¿Está seguro de eliminar este tipo de diario?	This will seriously affect your Set of Books! Are you sure you want delete this journal type?	
1008	Opciones de Ventas por Producto	Sales per product options	
1009	Salida Predeterminada	Default output	
1010	Logo de la Compañía	Company logo	
1011	Usar Imagen de Logo en los Informes	Use logo on reports	
1012	Opciones	Options	
1013	Renombrar	Rename	
1014	&Cargar desde Archivo	&Load from file	
1015	&Pegar	&Paste	
1016	&Limpiar	&Clear	
1017	<@APPNAME@> - Cargar Logo	<@APPNAME@> - Load logo	
1018	Eliminar Presupuestos	Delete quotes	
1019	Eliminar Pedidos	Delete orders	
1020	Imprimir Logo Estándar	Print standard logo	
1021	Balance de Sumas y Saldos	Trial balance	
1022	al	to	
1023	Ganancia Neta	Net profit	
1024	Página	Page	
1025	Pérdida Neta	Net loss	
1026	Total para	Total for	
1027	Presupuesto	Budget	
1028	Al	As at	
1029	&Ejecutar Nuevamente	&Re-run	
1030	Flujo de E&fectivo	C&ash flow	
1033	Opciones de Análisis de Antigüedad de Proveedores	Creditor age analysis options	
1034	Opciones del Mayor	Ledger options	
1035	Cada período por separado	Each period separately	
1036	Nueva página por cuenta	New page per account	
1037	Fecha del Informe	Date of report	
1039	Seleccionar Informe	Select report	
1040	Mostrar Líneas	Show lines	
1041	Especificar Archivo	Spec file	
1042	Opciones de Etiquetas	Labels report options	
1043	Opciones de Listado de Clientes	Debtor listing options	
1044	Opciones de Listado de Proveedores	Creditor listing options	
1045	Opciones de Flujo de Efectivo	Cash flow options	
1046	Períodos	Periods	
1047	Desde Cta. Bancaria	From bank account	
1048	Incluir Caja Chica	Include petty cash	
1049	¡El Nombre de la Compañía no puede estar vacío!	Set of Books name cannot be blank!	
1050	Vista Previa Predeterminada	Default zoom preview	
1051	Opciones de Vendedores por Producto	Salesperson per product options	
1052	Limpiar Lista	Purge list	
1053	Seleccione Configuración de Compañía para realizar cambios	Select Setup -> Company info you want to change!	
1054	¿Desea cancelar este proceso?	Do you want to cancel the process?	
1055	¿Desea eliminar este vendedor?	Do you want to delete the salesperson?	
1056	Todos los Precios de Venta	All selling prices	
1057	Ninguno	None	
1058	Descripción de Inventario	Stock description	
1059	¡No puede ejecutar el mismo Informe dos veces, ya está en curso!	Cannot run a report twice! The first report is running!	
1060	¡Los archivos de la Compañía están dañados! Ejecute Reindexar Datos para reconstruir los valores clave	Your Set of Books is corrupted! Run Data Re-index to rebuild key values.	
1063	Seleccionar archivo de Hoja de Cálculo de Inventario	Select spreadsheet stock file	
1064	Contraseña	Password	
1065	Nombre del Contacto	Contact name	
1066	Saldos Iniciales	Opening balances	
1067	&Vista Previa	&Preview	
1068	Seleccionar Tipo	Select type	
1069	Desde ... hasta	From ... to	
1070	Seleccionado	Selected	
1071	Diarios	Journal	
1072	Usuario	User	
1073	En Línea	Online	
1074	&Actualizar diarios	Update journal	
1076	Mostrar Grupos de Inventario	Show stock groups	
1077	Opciones de Compras por Producto	Purchases per product options	
1078	Opciones de Compras por Proveedor	Purchases per supplier options	
1079	Tipo	Type	
1080	Utilizar	Use	
1081	Cuenta de Costo de Ventas	Cost of sales account	
1082	Opciones de Reabastecimiento	Reorder options	
1083	Opciones de Pedidos Pendientes	Backorder options	
1084	Mostrar Todos los Artículos	Show all items	
1085	Nueva página por Artículo	New page per item	
1086	Opciones de Albarán	Delivery note options	
1087	Tipo de Documento	Document type	
1088	Solo Año Anterior	Last year only	
1089	Avisos de Remesa	Creditor remittance advise	
1090	Estados de Cuenta de Clientes	Debtor statement	
1091	Gráfico	Graph	
1092	Calculadora	Calculator	
1093	Retroceder	Backspace	
1094	Transferir	Transfer	
1095	Imprimir Documentos	Print documents	
1096	Sin Imprimir	UnPrinted	
1097	No Publicado	Unposted	
1098	Todo	All	
1099	Pagos	Payment	
1100	Recibos	Receipt	
1101	Opciones de Desconciliar	UnReconcile options	
1102	Desconciliar por Fecha	UnReconcile by date	
1103	Desconciliar por Referencia	UnReconcile by reference	
1104	Opciones de Conciliar	Reconcile options	
1105	Conciliar por Fecha	Reconcile by date	
1106	Conciliar por Referencia	Reconcile by reference	
1107	Directorio	Directory	
1108	Descripción de Cuenta	Account description	
1109	Tipo de Cuenta	Account type	
1110	Basado en Factura	Invoice based	
1111	Basado en Pagos	Payments based	
1112	Preimpreso	Preprinted	
1113	Plano A4	Plain A4	
1114	Servicio	Service	
1115	Plano Eyeline	Plain Eyeline	
1116	Cuarenta	Forty	
1117	Agregado	Added	
1118	Mostrar Contacto	Show contactperson	
1119	Desde Lista	From list	
1120	N° de Documento	Document no.	
1121	Fecha de Documento	Document date	
1122	"""Nombre de Precio"", Valor"	"""Price Name"",Value"	
1123	Eliminado	deleted!	
1124	¡Faltan o están corruptas las Cuentas de Control de Clientes/Proveedores! ¡Contacte al Soporte de <@APPNAME@>!	Missing or corrupted debtors and creditors control accounts! Please contact <@APPNAME@> for support!	
1125	Vencido	Due	
1126	Saldo Anterior	Brought forward	
1127	Saldo a Nuevo	Carried forward	
1128	Estado al	Statement to	
1129	Avisos de Remesa al	Remittance advise to	
1130	Ref. de Exención	Customer tax ref.	
1131	Unidad	Unit	
1132	Precio	Price	
1133	Factura Aceptada	Invoice accepted	
1134	Firma	Signature	
1135	Registro de Impuestos	TAX registration	
1136	Importe Excluido	Amount exclusive	
1137	Importe Incluido	Amount inclusive	
1138	Importe de Impuesto	Tax amount	
1139	Fact.	Inv.	
1140	Artículo	Item	
1141	Descuento	Discount	
1142	Descripción de Artículos de Inventario	Stock item description	
1143	Categoría	Category	
1144	Dirección de Proveedor	Supplier address	
1145	Dirección de Factura	Invoice address	
1146	Nota de Crédito Aceptada	Credit note accepted	
1147	Compra Aceptada	Purchase document accepted	
1148	Presupuesto Aceptado	Quote accepted	
1149	Pedido Aceptado	Order accepted	
1150	Albarán Aceptado	Delivery note accepted	
1151	Activos	Assets	
1152	Total Activos	Total Assets	
1153	Capital y Pasivos	Capital and Liabilities	
1154	Total Capital y Pasivos	Total Capital and Liabilities	
1155	Total Ganancias/Pérdidas Netas	Total Net Profit/Loss	
1156	No Asignado	unllocated	
1157	en	at	
1158	Informe de Ingresos y Gastos	Income and expense report	
1159	Variación	Variance	
1160	Ganancia/Pérdida Neta	Net Profit/Loss	
1161	¡Búsqueda detenida! ¡Límite alcanzado!	Search stopped! Limit reached!	
1162	La fecha actual está fuera de su período financiero. ¡Debería ejecutar el Cierre del Ejercicio para procesar esta fecha!	Today's date is beyond your financial period. You should run your year end to process to this date!	
1163	&Consulta de Asientos	&Lookup	
1164	&Cliente	&Customer	
1165	&Fondo de Caja	&Float	
1166	&Pagos	&Payment	
1167	&Eliminar Todo	&Delete all	
1168	Por favor lea esto	Please read this	
1169	Efectivo en Caja	Cash in drawer	
1170	Tarjetas de Crédito	Credit Cards	
1171	Entrada/Salida de Fondo	Float in/out	
1172	Cheques	Cheques	
1173	Comprobantes	Vouchers	
1174	Control de Acceso PDV	POS Access control	
1175	Conexión de Punto de Venta	Point-of-Sale login	
1176	Nombre de Cajero	Cashier name	
1177	(Nombre de Vendedor)	(Saleperson name)	
1178	Recordar mi Conexión	Remember my login	
1179	Clave	Key	
1180	Lista de Abreviaturas	Abbreviation list	
1181	Movimientos de Clientes	Debtor movement	
1182	Movimientos de Proveedores	Creditor movement	
1183	Movimientos de Cuentas	Account movement	
1184	Ejecución de Presupuesto	Budget performance	
1185	Importe de Variación	Variance amount	
1186	Porcentaje de Variación	Variance percentage	
1187	Resultados Acumulados	Retained income	
1188	Ing./Gtos.	Inc / Exp	
1189	Lista de Cuentas	List of accounts	
1190	Artículos en Pedidos Pendientes	Items on backorder	
1191	Pedidos Pendientes	Backorders	
1192	Totales por Período	Totals for each period	
1193	A Balance	To balance	
1194	Detalles de entrada de diario	Journal entry details	
1195	Inclusivo	Inclusive	
1196	Contra	Contra	
1197	Soporte <@APPNAME@>	<@APPNAME@> Support	
1198	Página de Soporte <@APPNAME@>	<@APPNAME@> Support page	
1199	Informe detallado de tipo de diario	Journal type details report	
1200	Imp. Excl.	Excl. amt.	
1201	Imp. Incl.	Incl. amt.	
1202	Total:	Total:	
1203	Investigador	Investigator	
1204	Búsqueda	Search	
1205	Buscar por	Seach for	
1206	Buscar Ahora	Search now	
1207	Opciones Avanzadas	Advanced options	
1208	Regresar	Back	
1209	Refinar Búsqueda	Refine search	
1210	¡Límite de registros encontrados!	Record found limit	
1211	Escriba lo que busca. Para buscar un tipo específico marque el botón correspondiente o haga clic aquí para refinar su búsqueda	Type in what you are looking for if want to look a specific type check the corresponding button or click down here to refine your search.	
1212	Consejo de Búsqueda	Search tip	
1213	Información de Cuentas	Account information	
1214	Distingue Mayúsculas	Case sensitive	
1215	En cualquier parte	Where ever in	
1216	Posición Inicial	Starting position	
1217	Finalizando	Ending	
1218	Más	More	
1219	Opciones de Búsqueda	Search options	
1220	Nombres de Cuentas	Account names	
1221	Todo	Everything	
1222	Movimiento de Clientes	Select debtor	
1223	Presupuestos para Convertir a Factura	Quotes to convert to invoice	
1224	N° Pedido	Order no.	
1225	Pedidos para Convertir a Compras	Order to convert to purchase	
1226	Seleccionar Proveedores	Select creditor	
1227	Búsqueda por Número	Search by number	
1228	Búsqueda por Cuenta	Search by account	
1229	Búsqueda por Descripción	Search by description	
1230	Flujo de Fondos	CASH flow	
1231	Saldo Inicial de Banco	Opening BANK balance	
1232	Flujo de Fondos Neto	Net cash flow	
1233	Saldo Bancario Total	Total bank balance	
1234	Saldo Inicial de Caja Chica	Opening petty cash balance	
1235	Ingresos a Caja Chica	Petty cash in	
1236	Egresos de Caja Chica	Petty cash out	
1237	Flujo Neto de Caja Chica	Net petty cash flow	
1238	Total Caja Chica	Total petty cash	
1239	Total Flujo de Efectivo	Total cash flow	
1240	Fondos Disponibles	Funds available	
1241	EFECTIVO RECIBIDO	CASH RECEIVED	
1242	EFECTIVO PAGADO	CASH PAID OUT	
1243	Verificación de Cierre PDV	Point-of-Sale cash-up check	
1244	Sistema	System	
1245	Cantidad	Quantity	
1246	Efectivo en Caja	Cashed up (in the drawer)	
1247	Resumen	Summary	
1248	Verificando Items no Publicados	Checking unposted items	
1249	Items	Items	
1250	Conteo	Count	
1251	Listado de Contactos	Contact listing	
1252	Teléfono 1	Telephone 1	
1253	Teléfono 2	Telephone 2	
1254	Dirección de Correo	E-mail address	
1255	Procesando	Processing	
1256	Por favor espere...	Please wait...	
1257	Números Reales	Real numbers	
1258	Decimales Fijos	Fix decimals	
1259	Cantidad de Documento	Document quantity	
1260	Decimales en Informes	Reporting decimals	
1261	Almacenamiento de Datos	Data storage	
1262	Informe de Importe con	Report amounts with	
1263	para Crédito	for Credit	
1264	para Débito/Crédito	for Debit/Credit	
1265	Visor de Cuentas-T	T-Account viewer	
1266	Puntos de Venta	Point-of-Sale	
1267	&Script Pascal	&Script engine	
1268	Documentos de Ventas	Sales documents	
1269	Documentos de Compras	Purchase documents	
1270	Facturas de PDV	POS Invoice	
1271	Ingrese el importe a vincular	Enter amount to link	
1272	Ingrese el Importe	Enter amount	
1273	N° de Recibo	Receipt number	
1274	Emitido por	Issued by	
1275	Método de Pago	Payment method	
1276	Recibido para	Received for	
1277	Recibido de	Received from	
1278	Selección de Item Abierto	Open item selection	
1279	Referencia de Pago	Payment reference	
1280	Pendiente	Outstanding	
1281	Transacciones de Clientes	Debtor transactions	
1282	Mayor Detallado	Detailed ledger	
1283	Transacciones de Proveedores	Creditor transactions	
1284	Rango del Informe	Report range	
1285	Referencia	Reference	
1286	Saldo Acumulado	Cumulative balance	
1287	Saldo al	Balance at	
1288	Saldos Iniciales al	Opening balance at	
1289	Saldo Final al	Closing balance at	
1290	Total Acumulado	Accumulative total	
1291	Reconstruir Base de Datos	Database rebuild	
1292	Seleccionar Compañía para Reconstruir	Select Set of Books to rebuild	
1293	Estado	Status	
1294	Encabezado	Header	
1295	Índices	Indexes	
1296	Datos	Data	
1297	Reconstruir	Rebuild	
1298	¡Todos los usuarios deben cerrar sesión antes de ejecutar este proceso!	All users must logout before running this process!	
1299	Esperando para ejecutar...	Waiting to run ...	
1300	Claves Reconstruidas	Re-building keys	
1301	Verificado	Checked	
1302	Valores Clave	Key values	
1303	Claves Corruptas	Key corruption	
1304	Archivo(s) Verificados OK	Checked OK file(s)	
1305	Archivo(s) Corruptos	Corrupted file(s)	
1306	Fecha/Período de Transacciones Reconstruidas	Transaction date/period rebuilt	
1307	¡Error en Fecha/Período de Transacción! ¡Intente nuevamente!	Transaction date/period failed! Try again!	
1308	Cargando registros Message.db	Loading Message.db records	
1309	Comprimiendo Message.db	Compressing Message.db	
1310	Error: ¡Estructura de tabla incorrecta!	Error: Filling table structure!	
1311	Reconstruyendo	Rebuilding	
1312	Obtener Valor de Fecha de Informe	Get date report value	
1313	Albarán	Delivery note	
1314	Editar Opciones de Recibos	Receipt options	
1315	Imprimir	Print out	
1316	Listado de Cuentas de Clientes	List of debtor accounts	
1317	Listado de Cuentas de Proveedores	List of creditor accounts	
1318	No Asignado	Unlocated	
1319	Teléfono	Telephone	
1320	Item Abierto	Open Item	
1321	Saldo B/F	Balance B/F	
1322	Permitido	Enabled	
1323	Grupo de Informe 1	Reporting group 1	
1324	Tipo de Antigüedad	Age type	
1325	Grupo de Informe 2	Reporting group 2	
1326	Vendedor	Salesperson	
1327	Contacto	Contact	
1328	Interés Mensual	Monthly interest	
1329	Tipo de Informe	Report type	
1330	Márgenes	Margins	
1331	Tamaño de Papel	Paper size	
1332	Calidad de Papel	Paper quality	
1333	Otros	Others	
1334	Izquierda	Left	
1335	Superior	Top	
1336	Derecha	Right	
1337	Inferior	Bottom	
1338	mm	mm	
1339	Largo	Length	
1340	Ancho	Width	
1341	Predeterminado	Default	
1342	Personalizado	Custom	
1343	Papel	Paper	
1344	Borrador	Draft	
1345	Carta	Letter	
1346	Cliente	Customer	
1347	Seleccionar Cliente	Select customer	
1348	Presione <ESC> para cerrar	Press <ESC> to close	
1349	Pendiente de Pago	Still to pay	
1350	Cargar a la Cuenta	Charge to account	
1351	Código de Cuenta Bancaria	Bank account code	
1352	N° de Cheque	Cheque number	
1353	N° de tarjeta	Card number	
1354	Nombre del Titular	Holder's name	
1355	Tipo de Tarjeta	Card type	
1356	Fecha de Expiración	Expiry date	
1357	Análisis de Ventas PDV	POS Sales analysis	
1358	Descripción del Artículo	Item description	
1359	Importe de Ventas	Sales amount	
1360	Totales	Totals	
1361	Saldo	Balance	
1362	Editar Precio	Edit price	
1363	Usar N° de Serie para Seguimiento	Use serial number tracking	
1364	Método de Pago Predeterminado	Default payment method	
1365	Límite de Fondo	Float limit	
1366	Permitir Fondo en Efectivo	Allow cash float	
1367	General	General	
1368	Configuración	Settings	
1369	Entrada	Entry	
1370	Periféricos	Peripherals	
1371	Pantalla de Entrada	Entry screen	
1372	Mayor	Ledger	
1373	Imprimir Detalles del Cliente	Print customer details	
1374	Imprimir Dirección de Entrega	Print delivery address	
1375	Imprimir Detalles de Pagos	Print payment details	
1376	Entrada de diario de ventas	Sales journal entry	
1377	Entrada de diario de recibos	Receipts journal entry	
1378	Entrada de Descripción de Pago	Payment description entry	
1379	Cuenta de Ventas en Efectivo	Cash sales account	
1380	Cuenta de Transferencia de Efectivo	Cash transfer account	
1381	Cuenta de Caja Registradora	Till account	
1382	Máximo en Efectivo - Caja	Max cash in till	
1383	N° Siguiente	Next number	
1384	&Usar Mensajes PDV	&Use POS messages	
1385	Cajón Conectado	Drawer connected	
1386	Escáner de Código de Barras Conectado	Barcode scanner connected	
1387	&Probar Cajón	&Test drawer	
1388	Parámetros de Puerto Serial	Serial port parameters	
1389	Puerto	Port	
1390	Abrir cajón de efectivo	Open cash drawer for	
1391	Puerto Paralelo	Parallel port	
1392	Puerto Serial	Serial port	
1393	Velocidad en Baudios	Baud rate	
1394	Bits de Datos	Data bits	
1395	Bits de Parada	Stop bits	
1396	Paridad	Parity	
1397	N° de puerto	Port number	
1398	Confirmar Impresión	Confirm printing	
1399	Usar Primera Impresora	Use first printer	
1400	Usar Segunda Impresora	Use second printer	
1401	Segunda Impresora	Second printer	
1402	Primera Impresora	First printer	
1403	&Probar Impresoras	&Test printers	
1404	Código de Control de Impresora	Printer control code	
1405	Conexión	Login	
1406	Ingrese su Contraseña	Enter your password	
1407	Configuración de Papel para Impresora de Matriz	Dot-matrix printer paper setup	
1408	Parámetros del Sistema	System parameters	
1409	Configurar PDV	POS setup	
1410	&Usar Mensajes de Factura	&Use invoice messages	
1411	Impresoras	Printers	
1412	¡Error al importar o formato de archivo inválido!	Error while importing or invalid file format!	
1413	¡El usuario no puede utilizar este diario!	User cannot use this journal!	
1414	Habilitar acceso en Configuración → Parámetros del sistema → Control de acceso	Enable access in Setup -> Access control	
1700	Análisis de antigüedad de proveedores	Creditor age analysis	
1701	N° de referencia	Reference no.	
1702	Total de transacciones	Transaction total	
1703	Totales del informe:	Totals for report :	
1704	Análisis de antigüedad de clientes al	Debtor age analysis as at	
1706	N°	No.	
1707	Código de inventario	Stock code	
1708	Descripción	Description	
1709	Precio	Price	
1710	Cant.	Qty	
1711	Descuento	Discount	
1712	Importe	Amount	
1713	Movimiento de fondo	Float movement	
1714	Ingreso de factura en PDV	Point-of-Sale invoice entry	
1715	&Retirar de caja	&Out of the drawer	
1716	&Depositar en caja	&Into the drawer	
1717	Cliente	Customer	
1718	Vendedor:	Salesperson:	
1719	Referencia	Reference	
1720	¡No hay cuenta de cliente predeterminada configurada! ¡Por favor configúrela!	Default customer account not setup! Please setup!	
1721	Nueva factura	New invoice	
1722	Fact. %s (Tarjeta de crédito)	Inv. %s (Credit Card)	
1723	Fact. %s (Cuenta)	Inv. %s (Account)	
1724	Fact. %s (Vale)	Inv. %s (Voucher)	
1725	Fact. %s (Cheque)	Inv. %s (Cheque)	
1726	Fact. %s (Efectivo)	Inv. %s (Cash)	
1727	(Tarjeta de crédito)	(Credit Card)	
1728	(Cuenta)	(Account)	
1729	(Vale)	(Voucher)	
1730	(Cheque)	(Cheque)	
1731	(Efectivo)	(Cash)	
1732	N° de tarjeta:	Card number:	
1733	Nombre del titular:	Holder name:	
1734	Tipo de tarjeta:	Card type:	
1735	Fecha de expiración:	Expiry date:	
1736	¿Desea cerrar y cancelar esta factura ahora?	Do you want to close and cancel this invoice now?	
1737	¡No se puede ejecutar sin valores predeterminados!	Cannot run without default!	
1738	Esto cerrará la pantalla de ingreso de facturas y publicará todas las facturas de PDV para...	This will close the invoice entry screen and post all POS invoices for ...	
1739	¡Cambio a entregar!	Change to give back.	
1740	¡Gracias!	Thanks.	
1741	¡Cierre de turno y publicación de todas las facturas!	Closing shift and posting all invoices	
1742	Publicación de documento	Posting document	
1743	Prueba de impresión de ticket	Till slip PRINTER TEST	
1744	Alineación izquierda	Left alignment	
1745	Alineación central	Centre alignment	
1746	Alineación derecha	Right alignment	
1747	3 líneas en blanco	3 Blank lines	
1748	¿Más de 3 líneas en blanco?	Up 3 blank lines ?	
1749	<@APPNAME@> Prueba de caja	<@APPNAME@> till test	
1750	&Cierre de caja	&Cash up	
1751	&Reimprimir última factura	&Reprint last invoice	
1752	Cerrar &turno de PDV	Cl&ose shift	
1753	Modo Incl./Excl.	Incl./Excl. mode	
1754	&Informes	&Report	
1755	&Abrir cajón	&Open drawer	
1756	Cambiar alias (nombre de diario)	Change alias journal name)	
1757	Diario inverso (D<-->C)	Reverse journal (D<-->C)	
1758	Importación de diarios publicados	Posted journals import	
1759	Punto de venta (PDV)	Point-of-Sale	
1760	Buscar	Search	
1761	&Diseñador de informes	&Report designer	
1762	&Estándar	&Standard	
1763	Buscar	Search	
1764	Nuevo elemento	New item	
1765	Eliminar elemento	Delete item	
1766	&Avanzado	&Advanced	
1767	Ajuste	Adjustment	
1768	Prom. y último costo	Ave && latest cost	
1769	Cant. y costo medio	Qty && ave cost	
1770	Precios de venta	Selling prices	
1771	Inventario físico	Stock take-on	
1772	Código de inventario	Stock code	
1773	Descripción	Description	
1774	Código de barras	Barcode	
1775	Unidad	Unit	
1776	Cantidades	Quantities	
1777	Disponible	On hand	
1778	Reordenar	Reorder	
1779	Cant. y último costo	Qty && latest cost	
1780	Precio de venta 1	Selling price1	
1781	Precio de venta 2	Selling price2	
1782	Precio de venta 3	Selling price3	
1783	Costo	Cost	
1784	Costo medio	Avg. cost	
1785	Costo unitario	Unit cost	
1786	Descuento	Discount	
1787	Entrada	Input	
1788	Salida	Output	
1789	Cuentas de impuestos	Tax accounts	
1790	Cuentas del libro mayor	General ledger accounts	
1791	Costo	Cost	
1792	Ventas	Sales	
1793	Inventario	Stock	
1794	Grupo de informes	Reporting group	
1795	Grupo de informes 2	Reporting group2	
1796	Grupo de informes	Reporting group	
1797	Usar archivo de hoja de cálculo	Use spreadsheet file	
1798	Generar transacciones	Generate transactions	
1799	Usar porcentaje	Use percentage	
1800	A todos los elementos	To all items	
1801	Código de barras	Barcode	
1802	Fecha	Date	
1803	¡Cambiar el código de artículo hará que todos los informes usen este código!	Changing the stock code will result in all reports to use this code!	
1804	¿Está seguro de que desea cambiar el código?	Are you sure you want to change the code?	
1805	Complementos	Plugins	
1806	Creando la compañía...	Creating Set of Books...	
1807	Creando cuentas requeridas...	Creating required accounts...	
1808	Creando cuentas requeridas (Control de proveedores)...	Creating required accounts(Creditors control)...	
1809	Control de proveedores	Creditors Control	
1810	Creando cuentas requeridas (Control de clientes)...	Creating required accounts(Debtors control)...	
1811	Control de clientes	Debtors control	
1812	Creando cuentas requeridas (Resultados acumulados)...	Creating required accounts(Retained earnings)...	
1813	Resultados acumulados	Retained earnings	
1814	¡Terminado!	Finished!	
1815	¡Configure los números de cuentas de control, ajustes de compañía y parámetros!	Set control accounts number and company setting and parameters	
1816	Ingrese el nombre de la nueva compañía	Enter the name of new Set of Books	
1817	Compañía a copiar:	Set of Books to copy :	
1818	Compañía antigua a convertir:	Old Set of Books to convert :	
1820	&Ver	&Browse	
1821	Creando plan de cuentas...	Creating set of accounts...	
1822	¿Desea especificar el número de períodos contables en su ejercicio y establecer la fecha de inicio?	Accounting periods setup	
1823	Configuración de tipos de diario	Journal types setup	
1824	¿Desea cambiar sus grupos?	Groups setup	
1825	¿Vende artículos de inventario?	Documents setup	
1826	Añadir vendedores	Add salespersons	
1827	¡Compañía copiada!	Set of Books copied!	
1828	Nombre:	Name :	
1829	Ubicación:	Location :	
1831	Convirtiendo compañías...	Converting Set of Books...	
1832	N° de artículo	Item no.	
1833	Grupos de cuentas	Account groups	
1834	Grupos de clientes	Debtor groups	
1835	Grupos de proveedores	Creditor groups	
1836	Grupos de inventario	Stock	
1837	Grupos de documentos	Document groups	
1838	Grupo1	Group1	
1839	Grupo2	Group2	
1840	Nuevo	New	
1841	Editar	Edit	
1842	Eliminar	Delete	
1843	Subir	Move up	
1844	Bajar	Move down	
1845	Nombre del grupo de informes:	Reporting group name:	
1846	Grupos	Groups	
1847	RAÍZ DEL GRUPO DE INFORMES	REPORTING GROUP ROOT	
1848	¡Hay subnodos! ¡Elimine los subnodos primero!	There are subnodes delete subnodes first!	
1849	Borrando totales...	Clearing totals...	
1850	Borrando transacciones...	Clearing transactions...	
1851	Borrando transacciones de inventario...	Clearing stock transactions...	
1852	Borrando información de inventario...	Clearing stock information...	
1853	Borrando transacciones de documentos...	Clearing document transactions...	
1854	Limpiando información de diarios...	Clearing journal information...	
1855	Nuevo grupo	New group	
1856	Actual	Current	
1857	30 Días	30 days	
1858	60 Días	60 days	
1859	90+ Días	90+ days	
1860	Descripción	Description	
1861	Pedido	Order	
1862	Enviar	Ship	
1863	Impuesto	Tax	
1864	Importe sin IVA	Excl. amt.	
1865	% Desc.	Disc%	
1866	Importe con IVA	Incl. amt.	
1867	Nombre del diario	Journal name	
